Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2056 -0.0189609915143 3.15809407175 -0.0496595505579 -0.408781446838 -0.00415723887782 0.405618459438 0.271697006448 0 0.063243674788 0.0678097654466 3.97726411 7.06527235 4.21930699 2.71239062
2057 -0.0621137635143 3.09598030824 -0.0455698693613 -0.454351316199 0.0033756751317 0.40899413457 0.27452672641 0 0.0654039441569 0.0731396228584 4.2336638 7.02267227 4.07949478 2.92558491
2058 -0.235137865105 2.86084244314 -0.0259468114879 -0.480298127687 0.0539384795629 0.462932614133 0.27181345998 0 0.0621454408088 0.113213387455 5.77144431 5.69018379 2.89363895 4.5285355
2059 -0.144360623832 2.71648181931 0.0182234287797 -0.462074698907 -0.0265098227755 0.436422791358 0.27558898164 0 0.0569569095792 0.0808230283204 4.37205932 6.69733224 4.13427131 3.23292113
2060 -0.0308429343046 2.68563888501 -0.085728124535 -0.547802823442 -0.0655247880156 0.370898003342 0.281858027222 0 0.0719962633316 0.0466936772841 3.30767236 8.13487445 4.8950426 1.86774709
2061 -0.13066998134 2.55496890367 -0.00368576620992 -0.551488589652 -0.000665601100785 0.370232402241 0.282396029164 0 0.0639869641357 0.0709401716772 4.11734615 7.30348019 4.4240668 2.83760687
2062 -0.248241019369 2.3067278843 -0.0187163403345 -0.570204929987 -0.0112677211348 0.358964681106 0.280457766074 0 0.0631809264693 0.0708111418828 4.0960642 7.23711262 4.39397093 2.83244568
2063 -0.275091302524 2.03163658178 -0.0885225865146 -0.658727516502 -0.0875135756809 0.271451105425 0.279688332617 0 0.0723403220623 0.0252437306699 2.45655567 8.71844289 5.4631284 1.00974923
2064 -0.12623315388 1.9054034279 -0.085845934815 -0.744573451317 -0.061206538432 0.210244566993 0.284858467583 0 0.078809987783 0.0139410488965 2.13384171 9.30967238 5.76322293 0.55764196
2065 -0.327777726185 1.57762570171 -0.110685740831 -0.855259192148 -0.0316726994501 0.178571867543 0.279927967081 0 0.0841717624294 0.0229603224928 2.60184815 8.97160577 5.18387646 0.9184129
2066 -0.295902317985 1.28172338373 -0.0862383883892 -0.941497580537 -0.0177810318078 0.160790835735 0.279852372193 0 0.0864087812117 0.0265785333223 2.79131696 8.89434688 5.00595173 1.06314133
2067 -0.18070083508 1.10102254865 -0.0234646141299 -0.964962194667 0.0231514478821 0.183942283617 0.283409831609 0 0.0828494823816 0.0477713568694 3.56784392 8.31189648 4.58366977 1.91085427
2068 -0.121092667921 0.979929880729 -0.0884954512351 -1.0534576459 -0.0583934981919 0.125548785425 0.287040762806 0 0.0938474287116 0.00523572862238 2.08637772 9.86186246 5.63872816 0.20942914
2069 0.0699498407894 1.04987972152 0.00826478640361 -1.0451928595 -0.0796876885349 0.0458610968901 0.296573020363 0 0.088327124399 0 1.76654249 10.22209748 6.24737688 0.
2070 0.0624959135259 1.11237563505 0.0078285130279 -1.03736434647 -0.0463441292312 -0.000483032341113 0.302336386273 0 0.0882741229278 0 1.76548246 10.39420343 6.4218679 0.
