Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2054 -0.158820319701 -1.35437672813 -0.0329339190265 -0.789921520137 0.0156907918268 -0.743328623682 0.0871656368818 0 0.0481152615813 0 0.96230523 3.33669803 1.17151126 0.
2055 -0.0484815016113 -1.40285822974 -0.0986951774735 -0.888616697611 -0.0937078525526 -0.837036476235 0.0930833400591 0 0.061064825652 0 1.22129651 3.70847259 0.96055543 0.
2056 0.00512670777101 -1.39773152197 -0.108003064503 -0.996619762114 -0.0498549518656 -0.886891428101 0.0989439033287 0 0.0704357647943 0 1.4087153 4.02485357 0.85524416 0.
2057 0.0628074707044 -1.33492405127 -0.108831954943 -1.10545171706 -0.0745264031649 -0.961417831266 0.10593455229 0 0.0797956937895 0 1.59591388 4.37497198 0.78416576 0.
2058 -0.0415204554552 -1.37644450673 -0.0548375949896 -1.16028931205 -0.060991951064 -1.02240978233 0.108051241192 0 0.0785246766961 0 1.57049353 4.41940739 0.88579693 0.
2059 -0.151129266523 -1.52757377325 -0.0731743056819 -1.23346361773 0.0126644791725 -1.00974530316 0.108065448658 0 0.0830297028191 0 1.66059406 4.487409 0.75107238 0.
2060 0.0507925034384 -1.47678126981 -0.00547201543313 -1.23893563316 -0.000160441104802 -1.00990574426 0.117475834147 0 0.080656098727 0 1.61312197 4.73411651 1.10459206 0.
2061 -0.129787369364 -1.60656863917 -0.0360055242919 -1.27494115745 0.0539698182605 -0.955935926 0.116581827901 0 0.0828266276572 0 1.65653255 4.73985425 1.01265601 0.
2062 -0.0791367257964 -1.68570536497 -0.00681971454687 -1.281760872 0.0130750607341 -0.942860865266 0.120846246882 0 0.0808818130363 0 1.61763626 4.8386146 1.19893302 0.
2063 -0.136390559522 -1.82209592449 -0.0339742872597 -1.31573515926 -0.0145694289427 -0.957430294209 0.122088268771 0 0.0837129699942 0 1.6742594 4.91834261 1.15125896 0.
2064 -0.119101660954 -1.94119758544 -0.100879913557 -1.41661507282 -0.0198435915082 -0.977273885717 0.125010809505 0 0.0954156343694 0 1.90831269 5.1815588 0.88785525 0.
2065 0.0548035388044 -1.88639404664 -0.0222794768156 -1.43889454964 -0.0364612631653 -1.01373514888 0.133981893707 0 0.0932673510451 0 1.86534702 5.41846708 1.22143628 0.
2066 0.0263281730213 -1.86006587362 0.0331628290425 -1.4057317206 -0.0259297410699 -1.03966488995 0.138728314365 0 0.0865757375736 0 1.73151475 5.46048549 1.5645773 0.
2067 0.0139117538772 -1.84615411974 0.0299957488377 -1.37573597176 -0.0028550554047 -1.04251994535 0.143541393276 0 0.0845692211386 0 1.69138442 5.57478012 1.76916516 0.
2068 0.106677141231 -1.73947697851 -0.0206341350167 -1.39637010678 -0.104049051197 -1.14656899655 0.151976905835 0 0.0917603008959 0 1.83520602 5.93571169 1.80649815 0.
2069 0.101402175865 -1.63807480265 0.0130082324786 -1.3833618743 -0.0675119452003 -1.21408094175 0.158521748073 0 0.0891270746942 0 1.78254149 6.09255856 2.0818402 0.
2070 -0.131435859163 -1.76951066181 -0.0704608999024 -1.4538227742 0.0147418790256 -1.19933906272 0.156641250095 0 0.0973848999932 0 1.947698 6.160011 1.7776905 0.
